texto;classificacao
22h00   em marechal floriano informacao que proximo ao km 65 da br 262 pista esta interditada devido tombamento de uma carreta equipe prf seguindo para o local pedimos atencao aos condutores que trafegam pela localidade;1
acidente grave em lages br 282 km 2266 colisao frontal entre micro onibus e caminhonete infelizmente 3 vitimas fatais entre outras vitimas atencao ao transitar pelo local prf iml igp no local ;1
interdicao parcial 1 faixa sentido norte da br 101 km 232 morro dos cavalos palhoca santa catarina por acidente 10 km de congestionamento sentido sul liberada uma faixa;1
faixa da esquerda liberada no km 14 da rodovia ayrton senna sentido sp o trafego segue lento do km 18 ao 14 em direcao a capital paulista reflexo do acidente ;0
atualizando pessoal temos uma lentidao na rodovia ayrton senna do km 18 ao 14 em direcao a sao paulo devidos acidente na faixa da esquerda;0
 atencao  interdicao na faixa de rolamento da direita no km 298 sul em catalao go devido a tombamento trafego flui sem congestionamento concessionaria com equipes no local;0
respeite os limites de velocidade evite acidentes;0
apesar do transito intenso tipico do horario nao ha pontos de parada em campinas neste fim de tarde concessionaria tambem nao registra acidentes em jundiai ha pequena fila no trecho final da joao cereser sp 360 em jundiai para o motorista que ira acessar a anhanguera ;0
manha e de tempo estavel e sem registro de acidentes em campinas unico ponto com transito mais carregado e na chegada ao distrito de barao geraldo para o motorista que vem de paulinia em jundiai trecho final da joao cereser tem interdicao de faixa para implantacao de marginais;0
balanco do dia 12092021 09    acidentes 15    veiculos envolvidos 13    feridos 01    morto 998 pessoas fiscalizadas 881 veiculos ficalizados 271 testes de alcoolemia 40  autuaces por alcoolemia 429 autos de infracao;0
motoboys fazem protestos em local de acidente commorte  ;0
1805 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
1054 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0500 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
homem sofre acidente em trilha e e resgatado depois de passar 6 dias desaparecido na serra do mar no parana fique por dentro das noticias do dia no jornaldarecord  jr24h ;0
corpo de motoboy morto em acidente envolvendo carro em alta velocidade e enterrado em bayeux pb g1 g1paraiba   ;0
musico comecou a tocar gaita ainda crianca acidente ocorreu na madrugada desta segunda feira em aguas mornas na grande florianopolis  g1 santacatarina airtonmachado garotosdeouro;0
colocar fogo na mata causa danos ao meio ambiente e pode gerar acidentes nas rodovias seja consciente operacaocortafogo ;0
atencao atualizacao interdicao total sentido sul no km 298440 para destombamento de carreta congestionamento de 500 metros ;0
 atencao  interdicao total sentido sul no km 298440 para destombamento de carreta sem congestionamento no local;0
o que aconteceu e lamentavel diz fogaca sobre acidente no potenza truckbrasil jr1  noticias;0
o que aconteceu e lamentavel diz fogaca sobre acidente no potenza truckbrasil jr1  noticias;0
inicio de tarde e com transito bom em todo o corredor dom pedro tempo e ensolarado e nao ha acidentes nesta sexta feira saida para o feriado prolongado previsao e de  movimento mais intenso no periodo das 17h as 21h ;0
 transito e lento para o motorista que chega ao trevo de barao geraldo vindo de paulinia pela prof zeferino vaz nao ha acidentes apenas o excesso de veiculos do horario  outro ponto com transito carregado e na joao cereser em jundiai proximo ao acesso a anhanguera ;0
 tempo segue nublado em todo o corredor dom pedro chove fraco em alguns pontos transito flui bem e nao ha registro de acidentes neste inicio de tarde ;0
 tempo e nublado em todo o corredor dom pedro mas nao chove tambem nao ha acidentes nesta manha   trecho final da joao cereser sp 360 em jundiai tem lentidao local conta com interdicao de faixa para implantacao de marginais ;0
 detectar o cancer de mama precocemente aumenta muito a chance de cura e reduz de forma consideravel a mortalidade pela doenca para se ter ideia um em cada tres casos de cancer pode ser curado se for descoberto logo no inicio  prf outubrorosa cancerdemama;0
romeiro evite acidentes caminha sempre no fluxo contrario de veiculos  assim voce podera se antecipar e evitar acidentes que na grande maioria das vezes tem como vitimas apenas os romeiros ;0
balanco do dia 07102021   005 acidentes  005 veiculos envolvidos  006 feridos  000 morto 359 pessoas fiscalizadas  302 veiculos fiscalizados  314 autos de infracao  041 veiculos recolhidos  002 veiculo recuperado  00 pessoas detidas;0
05h40   bom dia  no momento nao ha ocorrencias relevantes ou interdices nas rodovias federais que cortam o espirito santo  em caso de acidentes ligue  prf 191 pm 190  samu 192  cbmes 193  eco 101   0800 7701 101;0
balanco do dia 06102021   005 acidentes  010 veiculos envolvidos  002 feridos  000 morto 438 pessoas fiscalizadas  348 veiculos fiscalizados  321 autos de infracao  038 veiculos recolhidos  004 veiculo recuperado  009 pessoas detidas;0
18h20   em colatina  km 495 da br 259 apos 2 ponte transito esta intenso e com retencao fluindo atraves do sistema paresiga mais cedo ocorreu um tombamento de carreta carregada com bloco de granito e pista ficou interditada sendo liberada parcialmente a poucos minutos;1
atencao pista totalmente bloqueada br 101 km 233  palhoca sentido sul tombamento de caminhao;1
transito fluindo pela marginal no km 910 da br 101 em barra velha no sentido sul em virtude de acidente 5km de filas no local ;1
16h30   em santa ritapb varzea nova na br 101 km 80 sentido santa rita bayeux transito lento e pelo acostamento devido acidente sem vitima envolvendo 02 caminhes prf no local  transitojampa ;1
14h55   tombamento de carreta bau sem vitimas carregada com pecas da fiat na br381 proximo a cotoches em ravena veiculo tombou fora da pista;0
05h31  permanecem os trabalhos no km 755 da br 040 em ewbank da camara apos tombamento de onibus ;1
03h28  em ewbank da camara km 755 da br 040 sentido rj ocorreu um tombamento de onibus com vitimas em numero ainda nao determinado equipe prf e da via040 atuam no local;1
01h56   br 040 em esmeraldas sentido brasilia  bh acidente envolvendo carreta;0
acidente envolve tres veiculos e faz vitima fatal em joao pessoa  ;0
idosa morrem em acidente envolvendo tres carros na br 230 em joaopessoa ;0
1303 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
estando com lentidao entre os km 69 e 70 da br 277 sentido curitiba devido acidente no contorno leste;1
divulgar blitz e crime com pena de 1 a 5 anos de reclusao  alem disso quem divulga blitz favorece acidentes de transito causados por condutores alcoolizados e tambem aces criminosas a bordo dos veiculos alem de facilitar o roubo de veiculos   ;0
jovem fica ferido apos colisao de moto e carro na al 115  alagoas maceio noticias ;0
alem de representar uma parada nao programada e interromper a viagem a pane seca pode ser a causa de acidentes e congestionamentos especialmente em periodos de grandes fluxos de veiculos ;0
de acordo com o caminhoneiro o caminhao sofreu um acidente e estava sendo levado de itajai para florianopolis para reparos ;0
de acordo com o processo o motorista estava em excesso de velocidade com o caminhao em ato inseguro porem a carga liquida transportada superior a quantidade maxima permitida tambem contribuiu para o acidente ;0
08h05   bom dia  no momento nao ha ocorrencias relevantes ou interdices nas rodovias federais que cortam o espirito santo  vamos dirigir com prudencia para que continue assim  em caso de acidentes ligue  prf 191 pm 190  samu 192  cbmes 193  eco 101   0800 7701 101;0
07h50   bom dia  no momento nao ha ocorrencias relevantes ou interdices nas rodovias federais que cortam o espirito santo  vamos dirigir com prudencia para que continue assim  em caso de acidentes ligue  prf 191  samu 192  cbmes 193  eco 101   0800 7701 101;0
o farol baixo aumenta a sua visibilidade reduzindo o risco de acidente ;0
acidente aconteceu na noite dessa quinta feira na avenida epitacio pessoa portalcorreio ;0
pmrv divulga numeros finais da operacao finados 2021  ao todo foram registrados 74 acidentes com 124 veiculos envolvidos nas rodovias catarinenses durante a operacao   foram contabilizados 41 acidentes sem vitimas e 45 pessoas feridas duas pessoas perderam a vida ;0
defesa de acusado de causar acidente que matou boy ingressa com novo habeascorpus ;0
1200 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0700 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0200 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
2100 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0311pr 418 contorno norte proximo a vale do sol aconteceu um acidente engavetamento  trafego lento ambos sentidos na regiao de almirante tamandare 2048 grupobr277 ;0
0311 br 476 rodovia do xisto divisa de municipios araucaria  curitiba acidente capotamento congestionamento de 2 quilometros apos a petrobras 1040 grupobr277 ;0
tres pessoas ficam feridas em acidente entre dois caminhes na br 376 em ponta grossa  g1 g1pr ;0
mpt vai investigar acidente que deixou 1 morto e 6 feridos em escola de campina grande g1 g1paraiba   ;0
mestre de obras morto durante acidente em escola e velado em capela que ele construiu na pb g1 g1paraiba   ;0
acidente no km 69 da br 277 sentido curitiba e o trafego esta lento ate o km 67;1
atencao br324   km 612 palestina sentido feira de santana com desvio de pista devido a acidente mantenha distancia de seguranca;1
na eco050 nao tem sufoco se o pneu do seu carro furar e so acionar nosso socorro mecanico e pronto conforto e seguranca para voce e sua familia seguirem viagem ligue 0800 940 0700 porumaestradasemacidentes socorromecanico eco050 br050 companheirosdeestrada ;0
cerca de 95 dos acidentes envolvendo caminhes no brasil poderiam ser evitados salvando a vida de quase 5 mil caminhoneiros por ano ;0
nao impeca o fechamento das portas do trem alem do risco de acidentes voce pode danificar equipamentos e atrasar a viagem de todos ;0
nas plataformas das estaces de trem e de metro aguarde pelas composices atras da faixa amarela e ela que estabelece o limite da sua seguranca evite acidentes ;0
transito flui bem em todo o corredor dom pedro nao ha acidentes e apos um fim de semana com tempo chuvoso segunda feira e de tempo ensolarado ;0
acidentes  de acordo com a apuracao realizada associacao brasileira de transporte e logistica abtlp agosto e outubro de 2020 foram os meses de pico entenda ;0
atencao br116   km 537 milagres acidente com faixa da direita interditada no sentido feira de santana trafego fluindo com sinalizacao paresiga transito lendo na passagem restante no trecho fluxo segue normal;1
atencao br116   km 537 milagres acidente com faixa da direita interditada no sentido feira de santana para atendimento  trafego fluindo c sinalizacao paresiga;1
atencaobr16 km 528 itatim acidente com rodovia interditada respeite a sinalizacao e mantenha distancia de seguranca;1
velocidade de 120kmh causou tombamento de onibus na br 135 com 3 mortes  via ;0
0315 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
a rodovia ayrton senna tem trafego lento do km 19 ao 12 em direcao a sao paulo  reflexo de acidente;0
 atencao   interdicao total da br 050 no km 144 sentido norte em ipamerigo devido a tombamento de carreta equipes da concessionaria dando suporte no local;1
tomando todos os cuidados possiveis voce diminui as chances de sofrer ou causar acidentes e ainda viaja com muito mais seguranca e se precisar de qualquer ajuda nao se esqueca ligue para 0800 940 0700 e conte conosco eco050 ;0
br324   km 523 feira de santana local onde houve o acidente finalizado trafego fluindo normal;0
br116 km 480  rafael jambeiro  local onde houve o acidente finalizado trafego segue normal;0
atencao br324   km 523 feira de santana rodovia parcialmente interditada sentido capital devido acidente com retencao de 01 km reduza  velocidade;1
atencao br116 km 480  rafael jambeiro  trafego lento devido acidente transito fluindo pelo acostamento reduza a velocidade;1
atencao br116 km 616 irajuba   trafego fluindo com sinalizacao paresiga devido acidente no local respeite a sinalizacao e mantenha distancia segura;1
jovens ficam gravemente feridos em acidente com carreta na br 050 em uberlandia mg  via ;0
motorista bebado e preso apos causar acidente com morte na br 316  via ;0
cantora marilia mendonca morre em acidente de aviao enquanto seguia para show em caratinga minas gerais alem da artista bombeiros confirmaram a morte de outras quatro pessoas veja a cobertura completa as 19h45 no sbtbrasil ;0
relembre outros artistas que perderam a vida em acidentes aereos  recordnews mariliamendonca gabrieldiniz mamonasassassinas ;0
cantora marilia mendonca morre em acidente de aviao  recordnews ;0
balanco do dia 05112021  006 acidentes  009 veiculos envolvidos  006 feridos  001 morto  771 pessoas fiscalizadas  767 veiculos fiscalizados  278 autos de infracao  020 veiculos recolhidos  007 testes de alcoolemia;0
10h50   respeite o limite de velocidade e so ultrapasse em locais permitidos evitar acidentes tambem e com voce mas se acontecer ligue pra gente 191  ;0
06h25   bom dia  no momento nao ha ocorrencias relevantes ou interdices nas rodovias federais que cortam o espirito santo  em caso de acidentes ligue  prf 191 pm 190  samu 192  cbmes 193  eco 101   0800 7701 101;0
atencao acidentes de pequena monta deixam o transito lento entre balneario camboriu e itajai na pista de sentido norte da br 101 redobre os cuidados ao transitar pelo local;0
0630   em itapeva br 381 km 931 operacao de destombamento de veiculo causa interdicao momentanea do acostamento e faixa da direita no sentido sp atencao ao transitar na regiao ;1
portalcorreio cantora foi vitima de um acidente aereo na tarde dessa sexta feira 5 na serra de piedade de caratinga em minas gerais  ;0
1700 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
1200 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0700 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
2200  atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
as investigaces sobre as causas do acidente comecaram em caratinga mg ja se sabe que o aviao bateu em um fio de alta tensao mas os peritos querem saber se a colisao foi causada por alguma falha do piloto da aeronave veja no jornaldarecord  ;0
tecnicos do cenipa o centro de investigacao e prevencao de acidentes aeronauticos passaram o sabado recolhendo materiais e informaces sobre a queda do aviao com a cantora marilia mendonca e mais quatro pessoas assista ao jornaldarecord ao vivo  ;0
veja as atualizaces e a cobertura completa do acidente que matou a cantora marilia mendonca e mais quatro pessoas o jornaldaglobo com  e ja ja ;0
a rodovia ayrton senna tem trafego lento do km 21 ao km 19 no sentido de sao paulo reflexo de acidente demais trechos sob concessao  estao com trafego normal;0
br116 km 801  vitoria da conquista   no local do acidente rodovia liberada ao trafego mantenha distancia de seguranca do veiculo a frente;1
balanco do dia 18092021  009 acidentes  012 veiculos envolvidos  011 feridos  000 morto  356 pessoas fiscalizadas  279 veiculos fiscalizados  478 autos de infracao;0
balanco do dia 17092021  006 acidentes  009 veiculos envolvidos  006 feridos  001 morto  393 pessoas fiscalizadas  349 veiculos fiscalizados  317 autos de infracao  023 veiculos retidos  001 pessoas detidas;0
21h56 continua interdicao parcial da pista na serra de santa luzia km 280 da br 230 devido acidente envolvendo carreta dirija com atencao e respeite a sinalizacao no local transitojampa;1
16h03 na serra de santa luzia km 280 da br 230 acidente envolvendo carreta deixa pista parcialmente interditada respeite a sinalizacao dirija com atencao transitojampa;1
15h11 em joao pessoa km 23 da br 230 transito intenso nas proximidades do viaduto do cristo sentido cabedelo em virtude de acidente dirija com atencao transitojampa;1
19h19  em contagem no km 528 sentido brasilia da br 040 atropelamento de pedestre por motocicleta resultou em uma vitima fatal e dois feridos transito totalmente parado;1
18h29  acidente grave na br 381 imediaces do km 379 em sao goncalo do rio abaixo envolvendo carreta e varios automoveis pista totalmente fechada com oleo na pista;1
acidente fatal na manha desta sexta feira 17 na serra dona francisca o fato aconteceu na altura do km 11500 da sc 418  o condutor de um caminhao perdeu o controle do veiculo e acabou colidindo contra uma contencao de pedras ;1
1428 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0815 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0300 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
2200 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
transito flui bem esta manha no corredor dom pedro regiao de jacarei tem pistas molhadas e motoristas devem redobrar a atencao   em jundiai lentidao ocorre no trecho final da joao cereser sp 360 que tem interdicao de faixa para implantacao de marginais nao ha acidentes ;0
balanco do dia 18102021  008 acidentes  014 veiculos envolvidos  005 feridos 002 morto  394 pessoas fiscalizadas  336 veiculos fiscalizados  338 autos de infracao  027 veiculos recolhidos  001 veiculo recuperado  001 pessoas detidas;0
7h30   bom dia  no momento nao ha ocorrencias relevantes nas rodovias federais sob circunscricao da prfes  dirijam com seguranca respeitem a sinalizacao e tenham todos uma boa viagem  em caso de acidentes liguem  prf 191 pm  190 samu 192  cbmes 193  eco 101   0800 7701 101;0
atencao condutores  12h08   br 259   carga com dimenses excedente 7m de largura no km 59 com destino a aimoresmg respeitem a sinalizacao dos batedores evitando acidentes ;1
atencao condutores  11h05   br 259 carga com dimensao excedente 7m de largura no km 49 em direcao a aimoresmg respeitem a sinalizacao dos batedores para evitar acidente ;1
prf alerta que o desrespeito a distancia de seguranca distracao ao volante e mudanca de faixa de forma indevida provocam o maior numero de acidentes nas regies metropolitanas da paraiba truckbrasil jr1  logistica;0
colisao de camionete com caminhao mata duas pessoas na mg 190 em nova ponte  via ;0
onibus da catedral que tombou na br 020 no df esta irregular  via ;0
acidente na br 343 mata um jovem em floriano no piaui  via ;0
irmaos morrem em colisao na mg 050 em pedra do indaia  via ;0
motorista de guincho atrapalhado derruba carro e quase e atropelado pelo proprio reboque recordnews ;0
prf em sao paulo inicia nesta sexta a operacao finados 2021  durante todo o feriado prolongado haverao reforcos no policiamento ostensivo em locais e horarios de maior incidencia de acidentes graves e de criminalidade  saiba mais em  ;0
balanco do dia 28102021  004 acidentes  006 veiculos envolvidos  004 feridos  002 morto  452 pessoas fiscalizadas  402 veiculos fiscalizados  449 autos de infracao  035 veiculos recolhidos  017 testes de alcoolemia 025 veiculos recuperados  004 pessoas detidas;0
13h12   boa tarde  no momento nao ha ocorrencias relevantes ou interdices nas brs do espirito santo  vamos dirigir com prudencia para que continue assim  em caso de acidentes ligue  prf 191  samu 192  cbmes 193  eco 101   0800 7701 101;0
09h50   bom dia dirigir sob chuva requer atencao e cuidados redobrados evite acidentes reduza a velocidade e aumente a distancia do veiculo a sua frente  dependendo da intensidade da chuva considere a possibilidade de aguardar a chuva passar em local seguro ;0
09h00   bom dia  no momento nao ha ocorrencias relevantes nas brs do espirito santo  vamos dirigir com prudencia para que continue assim  em caso de acidentes liguem  prf 191  samu 192  cbmes 193  eco 101   0800 7701 101;0
14h00   boa tarde se beber nunca dirija evitar acidentes tambem e com voce mas se acontecer ligue pra gente 191  ;0
08h00   bom dia dirigir sob chuva requer atencao e cuidados redobrados evite acidentes reduza a velocidade e aumente a distancia do veiculo a sua frente  dependendo da intensidade da chuva considere a possibilidade de aguardar a chuva passar em local seguro ;0
atencao br116   km 465 santo estevao sentido rafael jambeiro com a faixa da direita interditada devido a acidente respeite a sinalizacao;1
atropelamento por carro av imperatriz leopoldina 1759 vl leopoldina  vitima fem7 anosestave  ;0
atropelamento por onibus av 9 de julho jd paulista vitima fem26 anosescoriaces pelo corpoe  ;0
colisao entre carro e moto na av francisco silveira bitencourt prox ao numeral 483   agentes da eptc  eptcpoa;0
acidente entre 2 carros na av protasio alves prox ao cruz c a r joao bastian no sent  eptcpoa;0
atencao acidente entre duas motos na r tenente ary tarrago prox ao numero 1900 no bairro jardim itu  eptcpoa;0
atencao atropelamento por carro na av joao pessoa x av jose bonifacio no sent bc   agente  eptcpoa;0
grave acidente na dutra com 6 veiculos deixa 5 mortos e 7 feridos em sao jose dos campos sp  saopaulo riodejaneiro rio prf acidente acidentedetransito onibus;0
empresario e familia morrem em acidente aereo em piracicaba recordnews ;0
concessionaria atua na limpeza de uma carga de vasilhames que tombou de um caminhao na alca de quem deixa a gov adhemar de barros para acessar a pista sul da d pedro i em campinas  motorista nao se feriu ;0
transito e bom mesmo nos pontos em obras tarde comeca sem acidentes tempo segue encoberto na maior parte do trecho mas nao chove ;0
transito e novamente carregado somente no trecho final da rodovia joao cereser sp 360 em jundiai que conta com interdicao de faixa para implantacao de marginais  nao ha acidentes nesta manha tempo e nublado na maior parte do trecho mas nao chove ;0
fim de tarde habitual no corredor dom pedro com transito mais carregado no entroncamento da d pedro i sp 065 com a anhanguera em campinas e tambem no trecho final da joao cereser sp 360 em jundiai nao ha acidentes ;0
transito e lento somente no trecho final da rodovia joao cereser sp 360 em jundiai que conta com interdicao de faixa para implantacao de marginais  corredor dom pedro nao tem acidentes apesar da temperatura elevada dia e mais encoberto ;0
a policia rodovia federal informa   condices de transito ha interdicao parcial no municipio de guaratuba na br 376 km 666 sentido sc decorrente a acidente de transito transito lento no local nao ha interdices nas demais rodovias federais no parana;1
balanco do dia 14092021  006 acidentes  010 veiculos envolvidos  003 feridos  000 morto  297 pessoas fiscalizadas  354 veiculos fiscalizados  442 autos de infracao  021 veiculos retidos  004 pessoas detidas;0
balanco do dia 13092021  007 acidentes  013 veiculos envolvidos  008 feridos  001 morto  369 pessoas fiscalizadas  328 veiculos fiscalizados  013 testes de alcoolemia  436 autos de infracao  028 veiculos retidos  002 pessoas detidas;0
08h25   em marechal floriano km64 da br262 pista sentido crescente interditada devido a tombamento de carreta transito em paresiga;1
atencao acidente grave na br 101 km 217 no sentido norte na palhoca mantenha a atencao ao passar pelo local;1
em lagoinha do piaui na br 316 km 86hoje 02h30 ocorreu uma interdicao parcial sem previsao de liberacao em virtude de uma tombamento de veiculo de carga os veiculos que trafegam pelo local estao passando pela faixa crescente e acostamento sentido contrario prf no local;1
16h35   em sao goncalo do rio abaixo  km 375 da br 381 pista totalmente interditada para destombamento de caminhao ;1
condutora de veiculo e retirada das ferragens apos acidente na manha desta terca feira 14 na via expressa sul em florianopolis o semaforo na altura do km 32 estava desligado e os veiculos um vwgol e um fiatuno acabaram se chocando ;0
1656 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0635 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0347 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
2000 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
1300 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
motociclista bebado causa acidente de transito em santana sp  jornaldarecord jr24h ;0
motorista envolvido em acidente com morte de motociclista se apresenta a policia em foz do iguacu  g1 g1pr ;0
crianca e atropelada em faixa de pedestres em joao pessoa g1 g1paraiba  ;0
trafego esta lento no km 35 regiao de paranagua devido uma colisao entre dois caminhes;0
anote 0800 641 0277 serve para falar com a ecovia em casos de panes ou acidentes;0
colocar fogo na mata causa danos ao meio ambiente e pode gerar acidentes nas rodovias seja consciente operacaocortafogo ;0
se liga alem do risco de causar acidente na via voce pode ser multado e receber 4 pontos negativos na sua carteira de habilitacao confira sempre o nivel do combustivel ;0
acidente na rodovia castello branco deixa 4 vitimas em osasco na grande sp g1sp  g1saopaulo;0
atencao pr 427 km 35 na regiao da lapa a pista esta totalmente interditada devido a um acidente sem previsao de liberacao ;1
atropelamento por carro pela r do lucas 228  bras 01 vtr empenhada para atendimento de uma vitima aguardando inf 193 ;0
acidente entre 2 veiculos na r dona eugenia prox ao numero 1248   agentes da eptc em atendimento  eptcpoa;0
acidente entre 2 carros no cruz das ruas barao de itaqui e acores   agentes da eptc em atendiment  eptcpoa;0
atencao acidente entre carro e moto na av protasio alves prox ao numero 12000 no sent bairrocent  eptcpoa;0
a av abrasil tem acidente prox do terminal triangulo em poa lentidao no sent bc   ;0
atencao acidente entre carro e moto na av abrasil apos o cruz c a r jeronymo zelmanovitz   eptcpoa;0
colisao entre carro e moto na r carazinho apos o cruz c a av bage no bairro petropolis   agent  eptcpoa;0
acidente entre 2 carros na av eduardo prado apos o cruz c a av monte cristo no sent bairr  eptcpoa;0
cai 81 numero de acidentes com transporte no setor de cloro alcalis  o indice de acidentes a cada 10 mil viagens ficou em 022 no ano passado ante 024 em 2019 ha 15 anos era de 1    caminhao caminhoneiro caminhoes caminhoneiros carreta;0
fim de tarde habitual com transito mais carregado no entroncamento da d pedro i com a anhanguera em campinas e tambem no trecho final da joao cereser em jundiai  obras que eram realizadas hoje ja foram encerradas nao ha acidentes e tampouco chove neste fim de tarde ;0
 um capotamento foi registrado no anel viario magalhaes teixeira sp 083 no km 13 pista sentido bandeirantes tem interdicao de faixa ninguem se feriu ;1
implantacao de um centro de formacao de condutores na prf do rio  a data de hoje e muito importante para a prf aqui no rio de janeiro em razao do convenio firmado com o detran que visa principalmente reduzir o numero de mortes nas estradas e facilitar o combate do crime org;0
balanco do dia 16092021  000 acidentes  000 veiculos envolvidos  000 feridos  000 morto  452 pessoas fiscalizadas  399 veiculos fiscalizados  567 autos de infracao  030 veiculos retidos  003 pessoas detidas;0
balanco do dia 15092021  010 acidentes  022 veiculos envolvidos  012 feridos  004 morto  715 pessoas fiscalizadas  302 veiculos fiscalizados  350 autos de infracao  030 veiculos retidos  003 pessoas detidas;0
6h28   acidente deixa o transito lento na br 381 sentido vitoria proximo ao posto beija flor;0
6h06   sem acidentes ou retences nas principais rodovias federais que cortam a rmbh;0
2234 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
1220 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0829 entre os km 07700 ao km 10000 sentido salvador transito lento devido a acidente no local;0
br324 km 526 feira de santana   no local do acidente sentido interior rodovia totalmente liberada ao trafego que flui normal;0
atencao br324 km 526 feira de santana   rodovia parcialmente bloqueada no sentido interior devido acidente no local trafego lento na passagem;1
atropelamento de pedestre na r comandai 319   agentes da eptc e samu em deslocamento  eptcpoa;0
colisao entre carro e caminhao na av bernardino silveira amorim prox ao numero 3315   agentes da eptc  eptcpoa;0
colisao entre veiculos no cruz da av abrasil x av francisco trein causando lentidao na via   a  eptcpoa;0
colisao entre carro e moto na av maua prox ao numeral 2000 causando o bloqueio da faixa da esquerda   eptcpoa;0
colisao de carro em poste na av juca batista 1990   agentes da eptc e samu em deslocamento  eptcpoa;0
colisao entre carro e moto na av wenceslau escobar prox ao numero 2150 no sent bc   age  eptcpoa;0
acidente entre 2 veiculos na av pernambuco x r buarque de macedo   agentes da eptc em atendimento no  eptcpoa;0
transito flui bem neste inicio de tarde em todo o corredor dom pedro mesmo nos pontos em obras nao ha acidentes e tempo e estavel;0
em 2020 velocidade incompativel foi a terceira maior causa de acidentes nas rodovias;0
a distracao provocada pelo uso do celular nao e um perigo somente para os motoristas  o comportamento desatento dos pedestres tambem gera acidentes  somente em 2020 ocorreram 1642 acidentes devido a falta de atencao de pedestres;0
vejam so apenas em 2020 a falta de atencao a conducao ocasionou 22414 acidentes nas rodovias brasileiras  a seguranca no transito exige total atencao do condutor em casos de emergencia pare o veiculo em local apropriado antes de aceitar uma chamada ou enviar uma mensagem;0
hoje falamos da importancia do respeito aos limites de velocidade das vias o excesso de velocidade e uma das principais causas de mortes no transito saia mais cedo planeje seu deslocamento valorize seu tempo valorize sua vida ;0
uma lei aprovada em sao paulo vai multar motoristas que atropelarem animais e nao prestarem socorro e nao deixe de ver as principais noticias deste sabado 18 no jornaldarecord  jr24h ;0
o ibovespa segue ladeira abaixo pela 3 semana seguida nesta sexta 17 tombou 2 fechando pouco acima dos 111 mil pontos para especialistas em vez de aumentar imposto o governo deveria reorganizar as contas publicas  jg;0
recem nascida crianca e outras duas pessoas morrem em acidente em sao jorge doeste  g1pr g1 ;0
ja em direcao ao interior a rodovia ayrton senna apresenta trafego lento do km 21 ao 23 devido acidente ;0
trafego lento na rodovia ayrton senna do km 21 ao km 23 sentido interior devido acidente o trafego flui apenas pela faixa da esquerda em direcao a sao paulo ha lentidao do km 25 ao km 23 por excesso de veiculos;0
a rodovia ayrton senna tem trafego lento do km 22 ao km 23 em direcao ao interior devido acidente demais trechos sob concessao  estao com trafego normal;0
comeca hoje a semana nacional do transito uma data para conscientizacao sobre a responsabilidade de cada um no transito e voce pratica um transito responsavel semananacionaldotransito eco050 porumtransitomaisgentil porumaestradasemacidentes ;0
 voce e motociclista devidamente habilitado e reside em pernambuco  quer reduzir o risco de acidentes na hora de pilotar  inscreva se no curso pilotagem defensiva online  mais informaces no   detranpeoficial transito semananacionaldetransito ;0
mulher morre e homem fica ferido em acidente de transito no trapiche  alagoas maceio noticias ;0
via mangue sentido boa viagem acidente no inicio da via mangue deixa transito complicado na area transitorecife;0
estradas mineiras tem 19 mortes em 226 acidentes no feriado prolongado  via ;0
caminhoneiro e preso apos denuncia de atropelamento na dutra em cacapava sp  via ;0
gravida de 27 anos morre em acidente em estrada vicinal de araraquara  via ;0
